Totalt kapital på Avanza;Totalt kapital i Auto;Kapital i Avanza Auto 1;Kapital i Avanza Auto 2;Kapital i Avanza Auto 3;Kapital i Avanza Auto 4;Kapital i Avanza Auto 5;Kapital i Avanza Auto 6;Kapital i aktier;Kapital i fonder (inklusive Auto);Kund sedan år;Kön;Åldersintervall;Inloggade dagar senaste månaden
2412000;0;0;0;0;0;0;0;1081000;571000;2000;Man;41-50;31
753000;0;0;0;0;0;0;0;792000;34000;2019;Kvinna;41-50;31
419000;0;0;0;0;0;0;0;139000;278000;2017;Kvinna;18-30;25
6000;0;0;0;0;0;0;0;3000;0;2016;Man;41-50;0
199000;0;0;0;0;0;0;0;96000;75000;2021;Kvinna;71-80;1
134000;0;0;0;0;0;0;0;132000;0;2015;Kvinna;18-30;15
207000;0;0;0;0;0;0;0;104000;102000;2001;Kvinna;61-70;15
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;31-40;2
337000;0;0;0;0;0;0;0;224000;99000;2019;Man;31-40;2
309000;0;0;0;0;0;0;0;295000;12000;2019;Man;18-30;22
0;0;0;0;0;0;0;0;0;0;2018;Man;51-60;0
57000;0;0;0;0;0;0;0;0;57000;2008;Man;61-70;3
44000;0;0;0;0;0;0;0;36000;1000;2014;Man;31-40;6
67000;0;0;0;0;0;0;0;0;67000;2020;Man;18-30;4
314000;100000;0;76000;24000;0;0;0;81000;100000;2016;Man;41-50;4
2000;2000;0;0;0;0;0;2000;0;2000;2021;Man;31-40;1
0;0;0;0;0;0;0;0;0;0;2010;Kvinna;51-60;0
90000;0;0;0;0;0;0;0;89000;0;2019;Man;41-50;23
139000;2000;2000;0;0;0;0;0;8000;129000;2017;Kvinna;61-70;12
8000;0;0;0;0;0;0;0;6000;2000;2021;Man;51-60;1
0;0;0;0;0;0;0;0;0;0;2020;Man;31-40;0
458000;5000;0;0;5000;0;0;0;0;441000;2017;Man;31-40;5
52000;0;0;0;0;0;0;0;0;0;2005;Kvinna;51-60;0
71000;29000;0;0;0;0;29000;0;11000;55000;2020;Kvinna;31-40;14
1849000;0;0;0;0;0;0;0;1849000;0;2018;Man;31-40;28
621000;67000;0;0;0;0;51000;15000;20000;320000;2010;Man;31-40;30
6582000;0;0;0;0;0;0;0;481000;1021000;2016;Man;31-40;27
26000;0;0;0;0;0;0;0;18000;8000;2021;Man;18-30;10
7000;0;0;0;0;0;0;0;0;7000;2019;Man;18-30;0
354000;0;0;0;0;0;0;0;72000;246000;2016;Kvinna;61-70;7
0;0;0;0;0;0;0;0;0;0;2011;Kvinna;31-40;0
9000;0;0;0;0;0;0;0;7000;1000;2021;Kvinna;18-30;8
1697000;0;0;0;0;0;0;0;0;0;2007;Man;31-40;0
13783000;0;0;0;0;0;0;0;431000;12759000;2012;Man;51-60;8
108000;0;0;0;0;0;0;0;0;0;2013;Man;51-60;0
9599000;0;0;0;0;0;0;0;612000;8987000;2013;Man;71-80;3
768000;69000;0;0;0;0;69000;0;59000;127000;2012;Kvinna;31-40;0
404000;0;0;0;0;0;0;0;0;342000;2021;Kvinna;18-30;5
1493000;0;0;0;0;0;0;0;0;425000;2008;Kvinna;61-70;0
0;0;0;0;0;0;0;0;0;0;2016;Man;61-70;0
4000;0;0;0;0;0;0;0;0;3000;2021;Kvinna;61-70;21
149000;29000;0;0;0;0;0;29000;0;149000;2020;Kvinna;18-30;15
704000;0;0;0;0;0;0;0;23000;416000;2013;Man;31-40;23
27000;0;0;0;0;0;0;0;27000;0;2017;Man;0-10;0
4000;0;0;0;0;0;0;0;4000;0;2020;Kvinna;18-30;26
687000;0;0;0;0;0;0;0;85000;581000;2020;Man;31-40;23
27000;0;0;0;0;0;0;0;27000;0;2020;Man;18-30;7
25000;0;0;0;0;0;0;0;0;0;2019;Man;71-80;0
283000;0;0;0;0;0;0;0;282000;0;2015;Kvinna;31-40;9
1085000;0;0;0;0;0;0;0;0;1086000;2013;Man;61-70;0
32000;0;0;0;0;0;0;0;26000;4000;2017;Man;31-40;5
0;0;0;0;0;0;0;0;0;0;2017;Kvinna;61-70;0
7000;0;0;0;0;0;0;0;4000;3000;2021;Man;18-30;5
104000;0;0;0;0;0;0;0;0;104000;2018;Man;41-50;20
267000;31000;0;0;0;0;0;31000;39000;215000;2018;Kvinna;51-60;18
96000;0;0;0;0;0;0;0;0;96000;2021;Kvinna;41-50;1
7000;0;0;0;0;0;0;0;7000;0;2017;Man;61-70;8
1000;0;0;0;0;0;0;0;0;0;2015;Man;31-40;0
2072000;0;0;0;0;0;0;0;1059000;0;2014;Man;61-70;10
3000;0;0;0;0;0;0;0;3000;0;2021;Kvinna;18-30;2
30000;0;0;0;0;0;0;0;27000;0;2020;Kvinna;0-10;0
223000;0;0;0;0;0;0;0;119000;47000;2010;Kvinna;31-40;24
48000;0;0;0;0;0;0;0;0;48000;2000;Man;71-80;7
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;18-30;0
244000;0;0;0;0;0;0;0;7000;180000;2015;Man;31-40;0
22000;0;0;0;0;0;0;0;0;0;2021;Man;51-60;6
18000;13000;0;0;0;0;13000;0;5000;13000;2021;Kvinna;18-30;13
135000;0;0;0;0;0;0;0;0;135000;2017;Man;41-50;2
318000;0;0;0;0;0;0;0;317000;0;2019;Man;31-40;24
466000;0;0;0;0;0;0;0;412000;52000;2017;Kvinna;31-40;22
864000;21000;0;0;0;0;0;21000;287000;21000;2020;Man;51-60;2
0;0;0;0;0;0;0;0;0;0;2008;Man;51-60;0
33000;0;0;0;0;0;0;0;0;30000;2009;Man;41-50;1
185000;3000;0;0;0;0;0;3000;96000;50000;2016;Man;31-40;10
72000;0;0;0;0;0;0;0;55000;0;2020;Kvinna;31-40;6
124000;0;0;0;0;0;0;0;12000;109000;2017;Man;18-30;6
1382000;0;0;0;0;0;0;0;1010000;365000;2015;Kvinna;51-60;14
40000;0;0;0;0;0;0;0;0;0;2016;Företag;-;0
1183000;0;0;0;0;0;0;0;1321000;104000;2017;Man;18-30;26
2538000;0;0;0;0;0;0;0;19000;2486000;2009;Man;11-17;0
29000;0;0;0;0;0;0;0;0;29000;2021;Man;11-17;4
188000;0;0;0;0;0;0;0;181000;5000;2017;Man;31-40;27
67000;0;0;0;0;0;0;0;34000;1000;2017;Man;41-50;23
1000;0;0;0;0;0;0;0;0;1000;2020;Man;11-17;18
380000;0;0;0;0;0;0;0;0;379000;2006;Man;61-70;0
18000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;5
41000;0;0;0;0;0;0;0;0;5000;2017;Kvinna;51-60;3
234000;0;0;0;0;0;0;0;167000;38000;2018;Man;41-50;18
78000;0;0;0;0;0;0;0;0;23000;2018;Man;71-80;1
5000;0;0;0;0;0;0;0;5000;0;2019;Man;31-40;22
216000;0;0;0;0;0;0;0;57000;116000;2019;Man;18-30;13
6000;0;0;0;0;0;0;0;6000;0;2019;Man;31-40;8
748000;0;0;0;0;0;0;0;0;748000;2019;Man;51-60;1
39000;0;0;0;0;0;0;0;0;34000;2015;Kvinna;41-50;0
5000;0;0;0;0;0;0;0;0;5000;2021;Kvinna;31-40;3
6000;0;0;0;0;0;0;0;3000;3000;2021;Kvinna;18-30;1
58000;0;0;0;0;0;0;0;0;58000;2021;Kvinna;18-30;2
319000;0;0;0;0;0;0;0;0;239000;2020;Kvinna;18-30;20
68000;0;0;0;0;0;0;0;29000;6000;2021;Man;18-30;26
187000;17000;0;0;0;0;0;17000;6000;148000;2020;Kvinna;51-60;2
76000;0;0;0;0;0;0;0;4000;0;2000;Man;61-70;1
1593000;0;0;0;0;0;0;0;1016000;568000;2020;Kvinna;31-40;11
110000;0;0;0;0;0;0;0;0;72000;2019;Kvinna;61-70;23
78000;0;0;0;0;0;0;0;0;78000;2020;Kvinna;61-70;28
20000;10000;0;0;10000;0;0;0;0;20000;2021;Man;18-30;1
0;0;0;0;0;0;0;0;0;0;2000;Man;51-60;1
47000;0;0;0;0;0;0;0;31000;17000;2018;Man;18-30;2
20000;0;0;0;0;0;0;0;20000;0;2020;Man;18-30;5
19000;0;0;0;0;0;0;0;13000;0;2000;Kvinna;71-80;0
471000;0;0;0;0;0;0;0;59000;412000;2018;Man;18-30;1
4007000;0;0;0;0;0;0;0;3019000;200000;2000;Man;41-50;6
35000;0;0;0;0;0;0;0;0;32000;2018;Man;51-60;5
115000;22000;0;0;0;0;0;22000;6000;109000;2015;Kvinna;51-60;14
405000;0;0;0;0;0;0;0;223000;144000;2020;Kvinna;41-50;22
390000;0;0;0;0;0;0;0;1000;121000;2015;Kvinna;51-60;13
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;0
2000;0;0;0;0;0;0;0;0;0;2021;Man;11-17;1
0;0;0;0;0;0;0;0;0;0;2018;Kvinna;41-50;0
51000;0;0;0;0;0;0;0;51000;0;2019;Man;41-50;2
205000;0;0;0;0;0;0;0;0;204000;2019;Man;18-30;4
361000;0;0;0;0;0;0;0;0;250000;2020;Man;18-30;7
5000;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;5
774000;0;0;0;0;0;0;0;204000;708000;2016;Man;18-30;27
90000;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
41000;0;0;0;0;0;0;0;4000;31000;2021;Kvinna;51-60;22
2222000;0;0;0;0;0;0;0;1052000;770000;2018;Man;51-60;25
8000;0;0;0;0;0;0;0;0;8000;2021;Kvinna;0-10;0
1201000;0;0;0;0;0;0;0;0;1201000;2016;Kvinna;51-60;1
3484000;0;0;0;0;0;0;0;3759000;0;2019;Man;51-60;25
8000;0;0;0;0;0;0;0;8000;0;2021;Man;51-60;1
297000;0;0;0;0;0;0;0;296000;0;2017;Man;41-50;31
2000;0;0;0;0;0;0;0;0;0;2008;Företag;-;0
6000;0;0;0;0;0;0;0;0;6000;2018;Man;18-30;0
213000;0;0;0;0;0;0;0;0;0;2020;Man;61-70;22
958000;0;0;0;0;0;0;0;0;958000;2016;Kvinna;41-50;0
169000;0;0;0;0;0;0;0;167000;2000;2014;Man;18-30;7
71000;13000;0;0;0;0;13000;0;2000;68000;2019;Kvinna;31-40;8
20000;0;0;0;0;0;0;0;0;20000;2020;Man;61-70;0
84000;0;0;0;0;0;0;0;14000;53000;2021;Kvinna;0-10;0
1246000;0;0;0;0;0;0;0;1245000;0;2009;Man;41-50;6
59000;0;0;0;0;0;0;0;59000;0;2019;Man;31-40;20
13000;0;0;0;0;0;0;0;1000;2000;2015;Man;31-40;2
86000;0;0;0;0;0;0;0;0;87000;2017;Kvinna;41-50;1
135000;0;0;0;0;0;0;0;134000;0;2010;Kvinna;61-70;20
39000;0;0;0;0;0;0;0;12000;27000;2021;Man;31-40;20
453000;0;0;0;0;0;0;0;11000;442000;2018;Kvinna;51-60;24
100000;0;0;0;0;0;0;0;90000;8000;2020;Kvinna;18-30;21
224000;0;0;0;0;0;0;0;87000;75000;2017;Kvinna;31-40;26
11000;0;0;0;0;0;0;0;0;11000;2021;Man;0-10;0
246000;100000;11000;0;0;58000;0;31000;63000;180000;2015;Man;31-40;12
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;3
343000;0;0;0;0;0;0;0;340000;0;2017;Man;31-40;11
1147000;0;0;0;0;0;0;0;939000;202000;2011;Kvinna;31-40;1
263000;0;0;0;0;0;0;0;133000;130000;2017;Man;41-50;4
957000;0;0;0;0;0;0;0;0;198000;2019;Man;71-80;23
81000;0;0;0;0;0;0;0;81000;0;2015;Man;18-30;0
83000;0;0;0;0;0;0;0;66000;17000;2020;Man;61-70;19
541000;0;0;0;0;0;0;0;0;0;2021;Kvinna;61-70;0
6000;5000;0;0;0;0;0;5000;0;6000;2018;Man;31-40;0
1000;0;0;0;0;0;0;0;0;1000;2021;Man;11-17;11
262000;0;0;0;0;0;0;0;43000;144000;2016;Man;18-30;8
134000;0;0;0;0;0;0;0;134000;0;2020;Man;31-40;15
75000;0;0;0;0;0;0;0;0;75000;2015;Man;41-50;0
162000;0;0;0;0;0;0;0;0;162000;2007;Man;31-40;18
10000;9000;0;0;0;0;0;9000;0;10000;2019;Man;18-30;9
28000;28000;0;0;0;0;0;28000;0;28000;2020;Man;31-40;0
8000;0;0;0;0;0;0;0;6000;1000;2021;Man;18-30;7
52000;0;0;0;0;0;0;0;32000;0;2020;Kvinna;18-30;0
517000;0;0;0;0;0;0;0;24000;361000;2010;Kvinna;61-70;18
7000;0;0;0;0;0;0;0;0;0;2021;Man;31-40;12
9000;0;0;0;0;0;0;0;2000;5000;2018;Kvinna;51-60;1
9000;0;0;0;0;0;0;0;0;0;2021;Kvinna;41-50;22
1000;0;0;0;0;0;0;0;0;0;2001;Man;61-70;0
270000;5000;0;5000;0;0;0;0;45000;30000;2019;Kvinna;18-30;27
28000;0;0;0;0;0;0;0;24000;4000;2019;Man;41-50;23
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;3
1690000;0;0;0;0;0;0;0;194000;0;2015;Man;31-40;22
1000;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;0
63000;0;0;0;0;0;0;0;0;63000;2017;Kvinna;31-40;1
28000;0;0;0;0;0;0;0;27000;0;2019;Man;18-30;25
5000;0;0;0;0;0;0;0;0;5000;2021;Man;18-30;0
6000;0;0;0;0;0;0;0;0;6000;2021;Kvinna;18-30;5
10000;0;0;0;0;0;0;0;10000;0;2020;Man;11-17;17
2000;0;0;0;0;0;0;0;2000;1000;2020;Kvinna;18-30;23
59000;0;0;0;0;0;0;0;39000;21000;2016;Man;41-50;19
301000;0;0;0;0;0;0;0;87000;63000;2009;Man;41-50;0
252000;0;0;0;0;0;0;0;15000;203000;2020;Kvinna;18-30;25
1000;0;0;0;0;0;0;0;0;0;2016;Kvinna;31-40;0
19000;0;0;0;0;0;0;0;17000;0;2021;Man;51-60;14
29000;0;0;0;0;0;0;0;0;29000;2020;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2014;Man;31-40;0
1000;0;0;0;0;0;0;0;1000;0;2021;Man;11-17;1
105000;0;0;0;0;0;0;0;0;104000;2008;Kvinna;51-60;0
11000;0;0;0;0;0;0;0;7000;2000;2021;Kvinna;41-50;2
2000;0;0;0;0;0;0;0;1000;0;2020;Man;18-30;1
1000;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;4
104000;0;0;0;0;0;0;0;31000;72000;2020;Kvinna;18-30;2
172000;0;0;0;0;0;0;0;0;0;2019;Kvinna;51-60;0
228000;0;0;0;0;0;0;0;0;201000;2020;Man;18-30;26
3000;0;0;0;0;0;0;0;0;2000;2019;Man;31-40;0
28000;0;0;0;0;0;0;0;0;28000;2021;Man;31-40;19
639000;0;0;0;0;0;0;0;277000;359000;2012;Man;41-50;28
1370000;0;0;0;0;0;0;0;659000;577000;2018;Man;18-30;14
17000;0;0;0;0;0;0;0;1000;9000;2021;Kvinna;18-30;6
8000;0;0;0;0;0;0;0;8000;0;2021;Kvinna;51-60;10
122000;0;0;0;0;0;0;0;106000;16000;2020;Kvinna;18-30;22
1000;0;0;0;0;0;0;0;0;0;2017;Man;51-60;0
385000;0;0;0;0;0;0;0;63000;17000;2021;Kvinna;41-50;15
0;0;0;0;0;0;0;0;0;0;2008;Man;81-90;0
192000;0;0;0;0;0;0;0;125000;67000;2018;Man;31-40;23
63000;0;0;0;0;0;0;0;0;63000;2020;Man;51-60;0
5000;0;0;0;0;0;0;0;5000;0;2020;Kvinna;18-30;0
12792000;0;0;0;0;0;0;0;9929000;0;2009;Företag;-;0
1468000;0;0;0;0;0;0;0;382000;1492000;2014;Man;18-30;21
23000;0;0;0;0;0;0;0;0;23000;2020;Kvinna;31-40;0
76000;17000;0;0;0;0;0;17000;38000;17000;2019;Man;41-50;13
385000;0;0;0;0;0;0;0;0;385000;2018;Kvinna;51-60;8
126000;0;0;0;0;0;0;0;123000;0;2007;Man;61-70;21
552000;0;0;0;0;0;0;0;552000;0;2020;Man;41-50;30
173000;0;0;0;0;0;0;0;0;0;2020;Kvinna;41-50;0
84000;0;0;0;0;0;0;0;0;84000;2015;Kvinna;51-60;0
0;0;0;0;0;0;0;0;0;0;2015;Man;41-50;0
22000;0;0;0;0;0;0;0;3000;17000;2018;Kvinna;18-30;9
97000;0;0;0;0;0;0;0;9000;1000;2010;Kvinna;61-70;3
1000;0;0;0;0;0;0;0;1000;0;2021;Man;11-17;2
13000;0;0;0;0;0;0;0;0;13000;2020;Kvinna;31-40;16
0;0;0;0;0;0;0;0;0;0;2010;Kvinna;41-50;0
7000;4000;0;2000;0;0;2000;0;1000;6000;2020;Kvinna;41-50;10
21000;0;0;0;0;0;0;0;19000;2000;2017;Kvinna;31-40;24
17000;13000;0;0;0;0;0;13000;0;17000;2019;Kvinna;31-40;0
788000;0;0;0;0;0;0;0;227000;561000;2016;Man;31-40;22
13000;0;0;0;0;0;0;0;13000;0;2021;Man;51-60;22
1661000;0;0;0;0;0;0;0;1660000;0;2017;Företag;-;26
99000;0;0;0;0;0;0;0;0;91000;2021;Kvinna;18-30;0
153000;66000;0;0;0;0;0;66000;0;142000;2017;Kvinna;41-50;1
58000;0;0;0;0;0;0;0;0;58000;2019;Kvinna;61-70;13
6281000;0;0;0;0;0;0;0;4312000;1396000;2000;Man;61-70;25
301000;0;0;0;0;0;0;0;246000;19000;2016;Man;31-40;22
49000;0;0;0;0;0;0;0;0;49000;2021;Kvinna;18-30;4
304000;0;0;0;0;0;0;0;180000;55000;2019;Man;31-40;7
32000;0;0;0;0;0;0;0;32000;0;2020;Man;31-40;18
1603000;0;0;0;0;0;0;0;1227000;374000;2017;Kvinna;31-40;22
131000;0;0;0;0;0;0;0;47000;61000;2019;Man;18-30;24
98000;23000;0;0;0;0;23000;0;15000;52000;2017;Man;31-40;1
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;0
1000;0;0;0;0;0;0;0;0;0;1900;Kvinna;18-30;1
2000;0;0;0;0;0;0;0;2000;0;2021;Man;41-50;5
157000;0;0;0;0;0;0;0;148000;8000;2016;Man;31-40;15
262000;0;0;0;0;0;0;0;261000;0;2020;Man;41-50;21
43000;0;0;0;0;0;0;0;7000;31000;2014;Kvinna;71-80;25
106000;0;0;0;0;0;0;0;0;97000;2015;Man;41-50;23
63000;0;0;0;0;0;0;0;63000;0;2020;Man;71-80;22
171000;0;0;0;0;0;0;0;8000;164000;2015;Man;41-50;27
511000;0;0;0;0;0;0;0;491000;20000;2018;Man;18-30;22
14000;0;0;0;0;0;0;0;14000;0;2020;Man;31-40;0
81000;0;0;0;0;0;0;0;81000;0;2016;Man;31-40;22
535000;0;0;0;0;0;0;0;535000;0;2020;Man;41-50;21
10000;0;0;0;0;0;0;0;1000;2000;2017;Kvinna;18-30;5
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;16
8000;8000;0;0;0;0;8000;0;0;8000;2021;Kvinna;11-17;4
0;0;0;0;0;0;0;0;0;0;2009;Man;71-80;0
3257000;0;0;0;0;0;0;0;3688000;640000;2016;Man;51-60;28
402000;25000;0;0;0;0;25000;0;2000;183000;2017;Kvinna;31-40;9
97000;1000;0;0;0;0;0;1000;27000;69000;2008;Kvinna;31-40;23
130000;0;0;0;0;0;0;0;128000;1000;2018;Man;31-40;8
22000;9000;0;9000;0;0;0;0;0;22000;2020;Kvinna;18-30;12
175000;115000;0;22000;6000;40000;29000;19000;0;174000;2018;Man;31-40;1
1000;0;0;0;0;0;0;0;1000;0;2021;Man;31-40;2
70000;0;0;0;0;0;0;0;0;70000;2000;Man;71-80;0
65000;29000;0;0;0;1000;5000;24000;2000;63000;2019;Kvinna;41-50;4
5000;0;0;0;0;0;0;0;0;0;2020;Man;41-50;0
5000;0;0;0;0;0;0;0;0;5000;2018;Man;18-30;0
376000;0;0;0;0;0;0;0;102000;132000;2014;Kvinna;41-50;1
5000;0;0;0;0;0;0;0;0;0;2017;Företag;-;0
47000;38000;0;0;0;0;38000;0;0;47000;2021;Företag;-;15
327000;0;0;0;0;0;0;0;325000;0;2015;Man;51-60;2
0;0;0;0;0;0;0;0;0;0;2011;Kvinna;41-50;0
458000;0;0;0;0;0;0;0;8000;444000;2014;Man;31-40;1
1000;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
10000;2000;0;0;0;0;0;2000;6000;4000;2020;Kvinna;31-40;11
52000;0;0;0;0;0;0;0;0;52000;2020;Kvinna;41-50;19
222000;16000;0;0;0;0;5000;11000;159000;57000;2017;Kvinna;31-40;0
5000;0;0;0;0;0;0;0;0;5000;2019;Kvinna;31-40;0
116000;0;0;0;0;0;0;0;1000;113000;2015;Man;31-40;6
2000;0;0;0;0;0;0;0;2000;0;2020;Kvinna;51-60;0
1414000;0;0;0;0;0;0;0;1516000;0;2010;Man;71-80;25
65000;0;0;0;0;0;0;0;65000;0;2019;Man;18-30;18
38000;0;0;0;0;0;0;0;38000;0;2019;Man;41-50;31
392000;0;0;0;0;0;0;0;0;118000;2010;Kvinna;31-40;0
405000;0;0;0;0;0;0;0;153000;51000;2011;Man;31-40;27
4000;0;0;0;0;0;0;0;0;3000;2021;Kvinna;18-30;1
1000;0;0;0;0;0;0;0;1000;0;2020;Kvinna;51-60;6
538000;0;0;0;0;0;0;0;233000;305000;2017;Man;31-40;6
3000;0;0;0;0;0;0;0;3000;0;2020;Kvinna;31-40;10
95000;0;0;0;0;0;0;0;32000;63000;2016;Kvinna;18-30;1
298000;0;0;0;0;0;0;0;0;130000;2020;Kvinna;41-50;2
218000;0;0;0;0;0;0;0;0;0;2015;Man;61-70;4
2000;1000;0;0;0;0;1000;0;0;1000;2021;Kvinna;18-30;2
2000;0;0;0;0;0;0;0;2000;0;2021;Kvinna;18-30;23
28000;0;0;0;0;0;0;0;0;28000;2019;Man;18-30;1
1658000;0;0;0;0;0;0;0;947000;521000;2020;Företag;-;1
116000;0;0;0;0;0;0;0;54000;17000;2018;Man;31-40;30
2000;0;0;0;0;0;0;0;0;0;2017;Man;18-30;12
89000;0;0;0;0;0;0;0;0;89000;2021;Man;18-30;8
43000;0;0;0;0;0;0;0;43000;0;2021;Man;18-30;19
146000;0;0;0;0;0;0;0;40000;99000;2018;Kvinna;0-10;0
15000;0;0;0;0;0;0;0;14000;0;2020;Man;31-40;8
22000;0;0;0;0;0;0;0;0;22000;2021;Kvinna;51-60;5
611000;0;0;0;0;0;0;0;281000;85000;2018;Kvinna;31-40;1
31000;0;0;0;0;0;0;0;0;31000;2020;Man;18-30;9
148000;0;0;0;0;0;0;0;9000;128000;2011;Man;51-60;28
3000;0;0;0;0;0;0;0;2000;1000;2020;Man;18-30;4
0;0;0;0;0;0;0;0;0;0;2000;Kvinna;51-60;1
7000;0;0;0;0;0;0;0;0;7000;2016;Kvinna;31-40;0
294000;0;0;0;0;0;0;0;0;292000;2006;Man;61-70;25
9000;0;0;0;0;0;0;0;8000;0;2020;Man;61-70;11
0;0;0;0;0;0;0;0;0;0;2011;Kvinna;41-50;0
1000;0;0;0;0;0;0;0;0;1000;2018;Kvinna;41-50;0
102000;0;0;0;0;0;0;0;99000;2000;2020;Man;11-17;0
11000;0;0;0;0;0;0;0;0;6000;2020;Man;18-30;8
106000;87000;0;0;0;0;87000;0;19000;87000;2018;Man;18-30;4
7233000;0;0;0;0;0;0;0;2472000;471000;2000;Man;51-60;23
837000;0;0;0;0;0;0;0;511000;324000;2021;Man;31-40;21
22000;0;0;0;0;0;0;0;21000;0;2019;Man;18-30;24
2000;1000;0;0;0;0;1000;0;0;1000;2021;Kvinna;51-60;4
2000;0;0;0;0;0;0;0;2000;0;2015;Man;31-40;0
127000;0;0;0;0;0;0;0;68000;0;2017;Man;31-40;9
26000;0;0;0;0;0;0;0;0;23000;2020;Kvinna;18-30;18
162000;0;0;0;0;0;0;0;53000;61000;2019;Man;18-30;23
12000;0;0;0;0;0;0;0;12000;0;2020;Man;18-30;9
3000;0;0;0;0;0;0;0;0;3000;2020;Man;31-40;7
3396000;0;0;0;0;0;0;0;1786000;1508000;2015;Man;31-40;18
17000;0;0;0;0;0;0;0;1000;16000;2021;Kvinna;18-30;0
36000;0;0;0;0;0;0;0;0;36000;2011;Man;41-50;0
232000;0;0;0;0;0;0;0;132000;100000;2020;Man;18-30;7
32000;0;0;0;0;0;0;0;30000;0;2016;Man;18-30;0
1295000;0;0;0;0;0;0;0;1279000;68000;2018;Man;31-40;29
6000;0;0;0;0;0;0;0;3000;2000;2021;Man;41-50;21
64000;0;0;0;0;0;0;0;0;59000;2016;Kvinna;51-60;0
309000;0;0;0;0;0;0;0;299000;0;2010;Man;71-80;0
323000;0;0;0;0;0;0;0;0;323000;2012;Man;61-70;1
277000;0;0;0;0;0;0;0;0;261000;2015;Kvinna;31-40;0
8000;0;0;0;0;0;0;0;8000;0;2018;Man;31-40;21
48000;0;0;0;0;0;0;0;30000;16000;2021;Man;41-50;22
12000;0;0;0;0;0;0;0;2000;10000;2021;Kvinna;31-40;8
450000;0;0;0;0;0;0;0;0;450000;2004;Man;71-80;0
15000;0;0;0;0;0;0;0;15000;0;2018;Man;31-40;0
4039000;0;0;0;0;0;0;0;3782000;0;2009;Man;31-40;26
67000;0;0;0;0;0;0;0;9000;58000;2019;Man;18-30;24
230000;0;0;0;0;0;0;0;0;60000;2007;Kvinna;18-30;2
0;0;0;0;0;0;0;0;0;0;2013;Kvinna;41-50;0
246000;0;0;0;0;0;0;0;0;246000;2018;Man;51-60;1
21000;0;0;0;0;0;0;0;21000;0;2017;Kvinna;71-80;1
2000;0;0;0;0;0;0;0;2000;0;2018;Man;31-40;5
15000;0;0;0;0;0;0;0;15000;0;2021;Man;41-50;30
29000;0;0;0;0;0;0;0;3000;26000;2020;Man;31-40;19
23000;0;0;0;0;0;0;0;0;23000;2021;Man;18-30;4
111000;0;0;0;0;0;0;0;109000;0;2017;Kvinna;41-50;21
62000;0;0;0;0;0;0;0;0;62000;2009;Kvinna;71-80;0
27000;0;0;0;0;0;0;0;0;27000;2020;Man;61-70;1
78000;0;0;0;0;0;0;0;69000;0;2008;Kvinna;61-70;0
919000;0;0;0;0;0;0;0;918000;0;2000;Man;61-70;22
11000;0;0;0;0;0;0;0;3000;7000;2019;Kvinna;11-17;0
345000;4000;0;0;0;0;0;4000;160000;184000;2014;Man;31-40;4
24000;0;0;0;0;0;0;0;0;24000;2014;Kvinna;51-60;0
55000;0;0;0;0;0;0;0;0;55000;2020;Man;31-40;16
11000;0;0;0;0;0;0;0;9000;0;2020;Man;18-30;9
2000;0;0;0;0;0;0;0;2000;0;2017;Man;31-40;0
21000;0;0;0;0;0;0;0;21000;0;2019;Man;31-40;7
56000;0;0;0;0;0;0;0;0;56000;2014;Kvinna;31-40;0
250000;0;0;0;0;0;0;0;8000;242000;2018;Kvinna;61-70;4
37000;0;0;0;0;0;0;0;12000;0;2019;Man;18-30;12
1741000;0;0;0;0;0;0;0;0;718000;2016;Kvinna;31-40;7
2446000;0;0;0;0;0;0;0;1733000;153000;2012;Man;18-30;15
0;0;0;0;0;0;0;0;0;0;2006;Man;41-50;0
32000;0;0;0;0;0;0;0;9000;1000;2020;Kvinna;18-30;17
1000;0;0;0;0;0;0;0;0;0;2020;Kvinna;41-50;0
12000;12000;0;0;0;0;11000;1000;0;12000;2017;Kvinna;18-30;6
43000;0;0;0;0;0;0;0;16000;0;2018;Man;18-30;17
143000;0;0;0;0;0;0;0;14000;128000;2020;Man;41-50;0
309000;0;0;0;0;0;0;0;222000;8000;2020;Kvinna;31-40;12
128000;0;0;0;0;0;0;0;0;128000;2016;Man;41-50;0
4000;0;0;0;0;0;0;0;0;4000;2020;Man;41-50;11
0;0;0;0;0;0;0;0;0;0;2021;Man;41-50;0
244000;0;0;0;0;0;0;0;103000;100000;2021;Man;51-60;30
916000;0;0;0;0;0;0;0;355000;561000;2009;Kvinna;71-80;15
33000;0;0;0;0;0;0;0;33000;0;2000;Man;41-50;1
