Totalt kapital på Avanza;Totalt kapital i Auto;Kapital i Avanza Auto 1;Kapital i Avanza Auto 2;Kapital i Avanza Auto 3;Kapital i Avanza Auto 4;Kapital i Avanza Auto 5;Kapital i Avanza Auto 6;Kapital i aktier;Kapital i fonder (inklusive Auto);Kund sedan år;Kön;Åldersintervall;Inloggade dagar senaste månaden
7000;4000;0;0;0;0;4000;0;0;7000;2021;Man;18-30;26
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;1
174000;0;0;0;0;0;0;0;158000;0;2016;Man;18-30;5
8000;0;0;0;0;0;0;0;3000;5000;2020;Kvinna;41-50;0
58000;0;0;0;0;0;0;0;57000;0;2020;Man;31-40;2
49000;18000;0;18000;0;0;0;0;0;49000;2020;Man;31-40;0
142000;0;0;0;0;0;0;0;79000;63000;2014;Kvinna;51-60;20
9000;0;0;0;0;0;0;0;9000;0;2020;Man;31-40;3
15000;0;0;0;0;0;0;0;11000;4000;2017;Kvinna;18-30;2
19000;0;0;0;0;0;0;0;16000;0;2015;Kvinna;41-50;19
106000;0;0;0;0;0;0;0;0;106000;2016;Man;41-50;0
1135000;0;0;0;0;0;0;0;0;0;2014;Kvinna;71-80;0
735000;0;0;0;0;0;0;0;0;735000;2017;Man;51-60;0
45000;0;0;0;0;0;0;0;0;45000;2018;Kvinna;41-50;0
1000;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;1
35000;0;0;0;0;0;0;0;0;35000;2021;Kvinna;18-30;4
1000;0;0;0;0;0;0;0;0;0;2002;Man;41-50;0
876000;0;0;0;0;0;0;0;13000;863000;2014;Kvinna;71-80;1
149000;0;0;0;0;0;0;0;34000;114000;2020;Man;18-30;11
35000;0;0;0;0;0;0;0;0;35000;2019;Kvinna;18-30;0
0;0;0;0;0;0;0;0;0;0;2010;Man;41-50;0
2000;0;0;0;0;0;0;0;2000;0;2016;Man;31-40;0
263000;0;0;0;0;0;0;0;0;262000;2019;Man;18-30;6
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;2
101000;0;0;0;0;0;0;0;16000;85000;2020;Kvinna;41-50;5
966000;0;0;0;0;0;0;0;964000;0;2009;Man;31-40;21
202000;57000;0;0;0;0;0;57000;1000;201000;2020;Kvinna;31-40;3
9000;0;0;0;0;0;0;0;0;1000;2020;Man;41-50;5
1000;0;0;0;0;0;0;0;0;0;2019;Man;41-50;3
23000;0;0;0;0;0;0;0;23000;0;2021;Man;31-40;31
65000;0;0;0;0;0;0;0;65000;0;2020;Man;18-30;1
186000;0;0;0;0;0;0;0;171000;15000;2017;Kvinna;31-40;21
2884000;0;0;0;0;0;0;0;994000;295000;2000;Kvinna;41-50;22
277000;0;0;0;0;0;0;0;0;277000;2017;Man;51-60;9
144000;0;0;0;0;0;0;0;8000;4000;2018;Man;41-50;5
0;0;0;0;0;0;0;0;0;0;2015;Man;41-50;0
1000;0;0;0;0;0;0;0;0;0;2006;Man;71-80;0
30000;21000;0;0;0;0;21000;0;2000;21000;2015;Man;61-70;0
100000;0;0;0;0;0;0;0;78000;22000;2006;Man;11-17;0
100000;0;0;0;0;0;0;0;0;100000;2017;Man;31-40;0
145000;0;0;0;0;0;0;0;0;145000;2018;Man;18-30;24
0;0;0;0;0;0;0;0;0;0;2016;Man;41-50;3
275000;0;0;0;0;0;0;0;0;266000;2005;Man;51-60;1
1366000;0;0;0;0;0;0;0;1181000;0;2017;Företag;-;4
72000;0;0;0;0;0;0;0;0;72000;2015;Kvinna;18-30;0
5000;0;0;0;0;0;0;0;4000;1000;2014;Kvinna;41-50;21
522000;366000;0;0;0;366000;0;0;97000;423000;2017;Man;18-30;24
96000;0;0;0;0;0;0;0;0;96000;2020;Företag;-;0
377000;0;0;0;0;0;0;0;68000;308000;2020;Man;18-30;21
46000;0;0;0;0;0;0;0;41000;3000;2019;Man;18-30;23
813000;0;0;0;0;0;0;0;531000;255000;2013;Kvinna;41-50;12
20000;0;0;0;0;0;0;0;13000;7000;2020;Man;18-30;8
9000;0;0;0;0;0;0;0;9000;0;2014;Man;18-30;0
27000;0;0;0;0;0;0;0;27000;0;2020;Man;18-30;2
72000;0;0;0;0;0;0;0;6000;66000;2015;Man;18-30;13
107000;0;0;0;0;0;0;0;0;105000;2019;Kvinna;51-60;2
14000;0;0;0;0;0;0;0;4000;0;2016;Kvinna;18-30;1
576000;0;0;0;0;0;0;0;232000;283000;2014;Kvinna;31-40;24
445000;1000;0;0;1000;0;0;0;435000;10000;2013;Man;61-70;28
16000;0;0;0;0;0;0;0;0;0;2006;Man;71-80;0
607000;0;0;0;0;0;0;0;592000;0;2018;Man;51-60;24
475000;50000;0;0;0;0;0;50000;183000;291000;2019;Man;18-30;11
114000;0;0;0;0;0;0;0;0;114000;2014;Man;18-30;0
114000;0;0;0;0;0;0;0;0;113000;2008;Kvinna;31-40;0
14000;0;0;0;0;0;0;0;7000;7000;2020;Man;18-30;4
1000;0;0;0;0;0;0;0;1000;0;2021;Man;61-70;18
56000;0;0;0;0;0;0;0;56000;0;2017;Man;41-50;3
213000;0;0;0;0;0;0;0;57000;100000;2020;Kvinna;41-50;6
102000;0;0;0;0;0;0;0;88000;5000;2017;Kvinna;51-60;2
113000;0;0;0;0;0;0;0;87000;18000;2014;Man;31-40;18
117000;0;0;0;0;0;0;0;45000;35000;2011;Man;51-60;25
6000;0;0;0;0;0;0;0;0;5000;2021;Kvinna;18-30;17
256000;98000;0;0;0;0;98000;0;0;256000;2020;Man;41-50;0
30000;0;0;0;0;0;0;0;29000;0;2017;Kvinna;31-40;1
1000;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;0
5000;0;0;0;0;0;0;0;0;5000;2012;Kvinna;31-40;0
9000;0;0;0;0;0;0;0;6000;4000;2019;Man;0-10;0
33000;0;0;0;0;0;0;0;4000;29000;2020;Man;18-30;11
2000;0;0;0;0;0;0;0;0;2000;2018;Man;31-40;27
2974000;0;0;0;0;0;0;0;0;2898000;2008;Kvinna;61-70;0
25000;8000;0;0;0;0;0;8000;11000;8000;2021;Kvinna;18-30;1
12000;0;0;0;0;0;0;0;11000;0;2021;Kvinna;18-30;2
96000;0;0;0;0;0;0;0;96000;0;2021;Man;18-30;24
0;0;0;0;0;0;0;0;0;0;2000;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;1
49000;0;0;0;0;0;0;0;28000;0;2021;Kvinna;51-60;0
14000;0;0;0;0;0;0;0;14000;0;2021;Man;18-30;3
507000;0;0;0;0;0;0;0;0;507000;2020;Man;61-70;2
81000;0;0;0;0;0;0;0;69000;0;2020;Man;71-80;22
1000;0;0;0;0;0;0;0;1000;0;2021;Man;18-30;7
21000;0;0;0;0;0;0;0;7000;13000;2020;Man;31-40;2
766000;29000;0;0;0;0;29000;0;50000;607000;2019;Kvinna;41-50;9
7000;0;0;0;0;0;0;0;7000;0;2021;Kvinna;41-50;0
16000;0;0;0;0;0;0;0;0;16000;2017;Kvinna;31-40;3
326000;0;0;0;0;0;0;0;0;0;2014;Man;61-70;3
20000;0;0;0;0;0;0;0;18000;0;2021;Man;71-80;12
65000;0;0;0;0;0;0;0;48000;1000;2020;Man;18-30;11
1000;0;0;0;0;0;0;0;1000;0;2017;Kvinna;31-40;0
106000;0;0;0;0;0;0;0;0;106000;2017;Man;0-10;0
16000;1000;0;0;1000;0;0;0;12000;4000;2019;Man;18-30;10
2281000;0;0;0;0;0;0;0;9000;2269000;2002;Man;41-50;20
19000;18000;0;0;0;0;18000;0;0;18000;2020;Kvinna;18-30;4
3000;0;0;0;0;0;0;0;0;3000;2016;Kvinna;41-50;1
4323000;0;0;0;0;0;0;0;2834000;76000;2014;Man;61-70;30
21000;0;0;0;0;0;0;0;0;21000;2019;Kvinna;31-40;0
389000;0;0;0;0;0;0;0;0;144000;2012;Kvinna;61-70;24
60000;0;0;0;0;0;0;0;0;60000;2012;Kvinna;51-60;0
61000;0;0;0;0;0;0;0;1000;60000;2017;Man;31-40;13
0;0;0;0;0;0;0;0;0;0;2014;Kvinna;41-50;0
143000;0;0;0;0;0;0;0;0;137000;2000;Man;81-90;14
29000;0;0;0;0;0;0;0;29000;0;2016;Man;18-30;5
116000;0;0;0;0;0;0;0;22000;87000;2019;Man;18-30;27
180000;0;0;0;0;0;0;0;0;181000;2020;Kvinna;41-50;0
6000;0;0;0;0;0;0;0;5000;0;2021;Man;51-60;25
1000;1000;0;1000;0;0;0;0;0;1000;2021;Kvinna;18-30;7
18000;10000;0;0;0;0;0;10000;0;18000;2013;Man;31-40;2
294000;0;0;0;0;0;0;0;259000;30000;2014;Man;31-40;10
39000;0;0;0;0;0;0;0;19000;19000;2018;Kvinna;18-30;4
180000;0;0;0;0;0;0;0;175000;6000;2013;Man;31-40;20
35000;0;0;0;0;0;0;0;35000;0;2018;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;31-40;1
18000;0;0;0;0;0;0;0;0;18000;2020;Kvinna;61-70;8
4000;0;0;0;0;0;0;0;4000;0;2020;Man;18-30;7
229000;0;0;0;0;0;0;0;0;229000;2016;Man;41-50;2
61000;0;0;0;0;0;0;0;0;3000;2018;Kvinna;18-30;9
20000;0;0;0;0;0;0;0;20000;0;2020;Kvinna;18-30;3
130000;0;0;0;0;0;0;0;64000;65000;2017;Man;51-60;12
8991000;0;0;0;0;0;0;0;6571000;819000;2014;Man;61-70;24
104000;0;0;0;0;0;0;0;90000;9000;2008;Kvinna;11-17;0
121000;0;0;0;0;0;0;0;0;13000;2021;Kvinna;51-60;1
2498000;0;0;0;0;0;0;0;2442000;0;2009;Företag;-;7
0;0;0;0;0;0;0;0;0;0;2020;Man;41-50;1
295000;0;0;0;0;0;0;0;173000;122000;2019;Man;31-40;23
18000;0;0;0;0;0;0;0;0;15000;2008;Man;61-70;0
2000;0;0;0;0;0;0;0;2000;0;2020;Man;31-40;4
5000;0;0;0;0;0;0;0;5000;0;2020;Man;31-40;1
302000;0;0;0;0;0;0;0;0;294000;2021;Kvinna;41-50;23
109000;0;0;0;0;0;0;0;72000;9000;2020;Man;18-30;29
115000;115000;0;0;0;0;115000;0;0;115000;2021;Man;51-60;0
171000;0;0;0;0;0;0;0;0;0;2016;Kvinna;18-30;2
2000;2000;0;0;0;0;2000;0;0;2000;2021;Kvinna;18-30;9
300000;0;0;0;0;0;0;0;0;300000;2017;Företag;-;5
10000;0;0;0;0;0;0;0;0;10000;2017;Man;18-30;23
7000;0;0;0;0;0;0;0;7000;0;2006;Man;18-30;1
4000;1000;0;0;0;0;0;1000;3000;1000;2021;Kvinna;18-30;8
25000;0;0;0;0;0;0;0;8000;17000;2007;Man;41-50;13
61000;0;0;0;0;0;0;0;6000;55000;2018;Kvinna;41-50;16
274000;0;0;0;0;0;0;0;0;269000;2015;Man;18-30;7
0;0;0;0;0;0;0;0;0;0;2020;Man;51-60;0
116000;0;0;0;0;0;0;0;60000;3000;2009;Man;31-40;16
1294000;0;0;0;0;0;0;0;32000;1212000;2010;Kvinna;51-60;0
1660000;0;0;0;0;0;0;0;1387000;1000;2002;Man;51-60;16
45000;0;0;0;0;0;0;0;44000;0;2016;Kvinna;18-30;7
0;0;0;0;0;0;0;0;0;0;2000;Man;61-70;0
0;0;0;0;0;0;0;0;0;0;2012;Kvinna;61-70;0
1000;0;0;0;0;0;0;0;0;1000;2021;Man;18-30;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
205000;0;0;0;0;0;0;0;98000;106000;2019;Man;18-30;29
1728000;0;0;0;0;0;0;0;898000;830000;2018;Man;18-30;15
305000;0;0;0;0;0;0;0;65000;157000;2016;Kvinna;18-30;12
91000;0;0;0;0;0;0;0;0;91000;2012;Kvinna;41-50;0
915000;0;0;0;0;0;0;0;89000;382000;2003;Man;41-50;5
0;0;0;0;0;0;0;0;0;0;2001;Företag;-;0
356000;0;0;0;0;0;0;0;356000;0;2002;Kvinna;18-30;13
12000;0;0;0;0;0;0;0;9000;1000;2018;Man;31-40;2
2937000;0;0;0;0;0;0;0;39000;2772000;2008;Kvinna;51-60;1
645000;0;0;0;0;0;0;0;489000;156000;2016;Man;31-40;21
20000;0;0;0;0;0;0;0;3000;17000;2020;Kvinna;18-30;5
4940000;0;0;0;0;0;0;0;4900000;0;2019;Man;81-90;28
0;0;0;0;0;0;0;0;0;0;2017;Kvinna;31-40;0
225000;0;0;0;0;0;0;0;221000;0;2020;Man;51-60;20
171000;0;0;0;0;0;0;0;134000;32000;2017;Kvinna;41-50;0
181000;0;0;0;0;0;0;0;180000;0;2019;Man;18-30;24
1816000;0;0;0;0;0;0;0;1441000;295000;2018;Man;61-70;11
699000;0;0;0;0;0;0;0;87000;506000;2014;Kvinna;31-40;27
11000;10000;0;0;0;0;0;10000;1000;10000;2003;Man;41-50;1
8908000;0;0;0;0;0;0;0;0;2502000;2011;Företag;-;7
140000;0;0;0;0;0;0;0;70000;69000;2020;Man;51-60;6
732000;0;0;0;0;0;0;0;396000;334000;2008;Kvinna;41-50;0
5000;0;0;0;0;0;0;0;4000;0;2021;Kvinna;18-30;2
79000;1000;0;0;0;0;0;1000;27000;52000;2018;Man;18-30;21
128000;128000;0;71000;0;0;0;57000;0;128000;2020;Man;18-30;17
7000;0;0;0;0;0;0;0;5000;0;2019;Man;18-30;0
78000;0;0;0;0;0;0;0;0;78000;2021;Man;11-17;0
21000;0;0;0;0;0;0;0;21000;0;2019;Man;18-30;15
9000;0;0;0;0;0;0;0;9000;0;2021;Man;18-30;24
35000;0;0;0;0;0;0;0;35000;0;2014;Man;18-30;9
96000;17000;0;0;0;0;11000;6000;0;82000;2017;Kvinna;31-40;4
1763000;0;0;0;0;0;0;0;894000;705000;2016;Man;41-50;23
0;0;0;0;0;0;0;0;0;0;2000;Man;41-50;0
69000;0;0;0;0;0;0;0;48000;0;2021;Man;18-30;3
303000;0;0;0;0;0;0;0;0;278000;2019;Kvinna;51-60;0
732000;151000;0;0;0;0;102000;49000;0;729000;2018;Kvinna;61-70;6
600000;0;0;0;0;0;0;0;0;600000;2018;Man;41-50;0
239000;0;0;0;0;0;0;0;161000;61000;2014;Kvinna;61-70;23
32000;0;0;0;0;0;0;0;0;0;2019;Man;71-80;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
176000;0;0;0;0;0;0;0;31000;64000;2020;Kvinna;31-40;10
121000;0;0;0;0;0;0;0;61000;60000;2017;Kvinna;31-40;8
62000;0;0;0;0;0;0;0;54000;0;2018;Man;31-40;26
351000;0;0;0;0;0;0;0;347000;0;2020;Man;31-40;22
133000;0;0;0;0;0;0;0;95000;35000;2019;Man;11-17;25
135000;0;0;0;0;0;0;0;125000;0;2020;Man;61-70;24
3000;0;0;0;0;0;0;0;0;0;2021;Kvinna;41-50;0
16000;0;0;0;0;0;0;0;4000;12000;2021;Man;18-30;3
120000;0;0;0;0;0;0;0;2000;118000;2015;Kvinna;61-70;0
58000;0;0;0;0;0;0;0;0;0;2016;Kvinna;51-60;0
6000;5000;0;0;0;0;5000;0;2000;5000;2021;Kvinna;31-40;9
76000;12000;0;0;0;0;0;12000;0;76000;2015;Kvinna;61-70;2
0;0;0;0;0;0;0;0;0;0;2000;Man;41-50;0
9000;0;0;0;0;0;0;0;2000;3000;2021;Man;18-30;1
10000;0;0;0;0;0;0;0;5000;0;2020;Kvinna;51-60;0
588000;0;0;0;0;0;0;0;502000;54000;2014;Man;18-30;20
5000;0;0;0;0;0;0;0;4000;1000;2017;Kvinna;41-50;4
0;0;0;0;0;0;0;0;0;0;2021;Kvinna;18-30;1
56000;56000;0;56000;0;0;0;0;0;56000;2021;Kvinna;71-80;14
0;0;0;0;0;0;0;0;0;0;2009;Kvinna;31-40;0
931000;0;0;0;0;0;0;0;222000;651000;2020;Man;51-60;16
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
17000;0;0;0;0;0;0;0;15000;0;2019;Man;18-30;22
76000;0;0;0;0;0;0;0;69000;7000;2021;Man;31-40;27
1000;0;0;0;0;0;0;0;1000;0;2021;Man;51-60;0
143000;0;0;0;0;0;0;0;121000;0;2011;Man;71-80;24
0;0;0;0;0;0;0;0;0;0;2008;Man;81-90;0
212000;0;0;0;0;0;0;0;0;212000;2011;Kvinna;41-50;1
0;0;0;0;0;0;0;0;0;0;2017;Man;18-30;0
34000;14000;0;0;0;0;0;14000;0;34000;2020;Man;41-50;1
116000;0;0;0;0;0;0;0;83000;32000;2021;Man;18-30;29
489000;0;0;0;0;0;0;0;489000;0;2011;Företag;-;23
11639000;0;0;0;0;0;0;0;6684000;101000;2007;Man;51-60;22
52000;33000;0;0;0;0;33000;0;16000;33000;2018;Kvinna;18-30;23
8000;0;0;0;0;0;0;0;0;8000;2021;Kvinna;41-50;1
19000;0;0;0;0;0;0;0;1000;18000;2008;Man;18-30;1
10000;0;0;0;0;0;0;0;7000;0;2011;Man;91+;0
55000;0;0;0;0;0;0;0;0;48000;2017;Kvinna;31-40;1
495000;0;0;0;0;0;0;0;0;495000;2017;Kvinna;41-50;0
0;0;0;0;0;0;0;0;0;0;2017;Man;31-40;0
3170000;0;0;0;0;0;0;0;2032000;553000;2015;Man;41-50;5
4000;0;0;0;0;0;0;0;4000;0;2015;Man;61-70;1
131000;0;0;0;0;0;0;0;0;48000;2015;Kvinna;81-90;0
2035000;0;0;0;0;0;0;0;416000;1619000;2016;Man;31-40;24
70000;0;0;0;0;0;0;0;70000;0;2019;Kvinna;18-30;23
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
156000;0;0;0;0;0;0;0;55000;49000;2017;Man;18-30;20
95000;3000;0;0;0;0;3000;0;57000;37000;2017;Man;41-50;23
15000;0;0;0;0;0;0;0;4000;0;2020;Man;18-30;0
982000;0;0;0;0;0;0;0;810000;128000;2008;Man;31-40;16
79000;0;0;0;0;0;0;0;3000;77000;2017;Kvinna;31-40;0
0;0;0;0;0;0;0;0;0;0;2021;Man;18-30;0
11000;0;0;0;0;0;0;0;10000;0;2018;Man;18-30;12
0;0;0;0;0;0;0;0;0;0;2017;Man;31-40;0
1484000;0;0;0;0;0;0;0;1404000;0;2009;Kvinna;71-80;1
233000;0;0;0;0;0;0;0;233000;0;2016;Man;18-30;22
6000;0;0;0;0;0;0;0;0;6000;2021;Man;0-10;1
0;0;0;0;0;0;0;0;0;0;2011;Man;31-40;0
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;41-50;4
274000;0;0;0;0;0;0;0;0;274000;2010;Kvinna;31-40;0
3297000;0;0;0;0;0;0;0;3213000;8000;2009;Kvinna;61-70;23
384000;0;0;0;0;0;0;0;0;17000;2019;Man;31-40;2
0;0;0;0;0;0;0;0;0;0;2012;Man;31-40;0
67000;0;0;0;0;0;0;0;0;67000;2021;Kvinna;18-30;11
8194000;0;0;0;0;0;0;0;2412000;5188000;2014;Man;41-50;14
37000;0;0;0;0;0;0;0;29000;8000;2019;Man;18-30;9
1000;0;0;0;0;0;0;0;0;1000;2021;Kvinna;18-30;0
54000;0;0;0;0;0;0;0;31000;22000;2020;Kvinna;51-60;1
417000;0;0;0;0;0;0;0;0;93000;2010;Man;71-80;0
156000;0;0;0;0;0;0;0;154000;0;2013;Man;51-60;23
186000;0;0;0;0;0;0;0;184000;0;2021;Man;31-40;30
12000;0;0;0;0;0;0;0;0;12000;2000;Man;61-70;0
63000;0;0;0;0;0;0;0;3000;59000;2020;Kvinna;31-40;4
80000;0;0;0;0;0;0;0;0;80000;2021;Man;18-30;26
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;51-60;0
57000;0;0;0;0;0;0;0;33000;0;2020;Man;18-30;21
29000;0;0;0;0;0;0;0;16000;4000;2021;Man;31-40;26
318000;0;0;0;0;0;0;0;128000;7000;2017;Man;31-40;4
3000;0;0;0;0;0;0;0;1000;2000;2021;Man;18-30;9
303000;0;0;0;0;0;0;0;0;0;2008;Man;51-60;21
486000;0;0;0;0;0;0;0;467000;0;2013;Man;31-40;23
5000;0;0;0;0;0;0;0;0;5000;2020;Kvinna;51-60;0
6000;0;0;0;0;0;0;0;6000;0;2020;Kvinna;41-50;23
341000;0;0;0;0;0;0;0;318000;0;2010;Företag;-;0
2000;0;0;0;0;0;0;0;0;0;2020;Man;18-30;15
108000;0;0;0;0;0;0;0;11000;86000;2017;Kvinna;51-60;0
18000;0;0;0;0;0;0;0;0;0;2005;Man;61-70;0
107000;0;0;0;0;0;0;0;103000;3000;2017;Kvinna;41-50;9
0;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
226000;0;0;0;0;0;0;0;30000;195000;2017;Man;18-30;22
4623000;0;0;0;0;0;0;0;3061000;726000;2006;Man;71-80;28
33000;0;0;0;0;0;0;0;33000;0;2021;Man;18-30;13
33000;0;0;0;0;0;0;0;32000;0;2021;Kvinna;51-60;24
388000;0;0;0;0;0;0;0;326000;38000;2016;Man;18-30;4
0;0;0;0;0;0;0;0;0;0;2019;Kvinna;41-50;0
13000;0;0;0;0;0;0;0;6000;7000;2015;Kvinna;31-40;11
205000;30000;0;0;0;28000;1000;1000;0;30000;2019;Kvinna;31-40;0
15000;0;0;0;0;0;0;0;9000;4000;2019;Man;51-60;21
14000;0;0;0;0;0;0;0;0;11000;2020;Man;0-10;0
12000;0;0;0;0;0;0;0;0;12000;2021;Kvinna;41-50;1
11000;0;0;0;0;0;0;0;1000;10000;2021;Man;18-30;3
133000;0;0;0;0;0;0;0;98000;0;2018;Kvinna;51-60;5
588000;0;0;0;0;0;0;0;283000;284000;2009;Man;41-50;0
911000;0;0;0;0;0;0;0;439000;356000;2018;Man;31-40;21
31000;0;0;0;0;0;0;0;30000;0;2021;Man;61-70;17
82000;0;0;0;0;0;0;0;71000;0;2019;Man;51-60;20
0;0;0;0;0;0;0;0;0;0;2000;Man;51-60;0
5000;0;0;0;0;0;0;0;4000;0;2020;Man;31-40;25
12000;0;0;0;0;0;0;0;7000;5000;2016;Man;31-40;12
146000;0;0;0;0;0;0;0;33000;112000;2019;Kvinna;18-30;23
2000;0;0;0;0;0;0;0;0;2000;2019;Kvinna;18-30;0
0;0;0;0;0;0;0;0;0;0;2019;Man;18-30;0
37000;0;0;0;0;0;0;0;37000;0;2017;Kvinna;31-40;26
53000;0;0;0;0;0;0;0;23000;30000;2017;Kvinna;51-60;21
159000;0;0;0;0;0;0;0;0;0;2021;Kvinna;31-40;0
360000;0;0;0;0;0;0;0;22000;272000;2018;Man;18-30;9
178000;0;0;0;0;0;0;0;177000;0;2015;Man;31-40;21
1807000;0;0;0;0;0;0;0;402000;1274000;2019;Man;31-40;3
95000;0;0;0;0;0;0;0;0;95000;2019;Man;18-30;31
98000;0;0;0;0;0;0;0;51000;46000;2020;Man;31-40;18
14000;0;0;0;0;0;0;0;0;14000;2020;Kvinna;0-10;0
1000;0;0;0;0;0;0;0;0;1000;2018;Kvinna;61-70;3
246000;0;0;0;0;0;0;0;0;247000;2012;Man;41-50;0
29000;0;0;0;0;0;0;0;0;29000;2018;Kvinna;18-30;0
2000;0;0;0;0;0;0;0;2000;0;2020;Man;18-30;24
234000;46000;0;0;0;22000;25000;0;3000;47000;2014;Kvinna;31-40;18
14000;0;0;0;0;0;0;0;14000;0;2021;Man;18-30;23
11000;0;0;0;0;0;0;0;0;11000;2019;Man;18-30;0
74000;0;0;0;0;0;0;0;20000;55000;2009;Man;41-50;7
50000;0;0;0;0;0;0;0;37000;13000;2019;Kvinna;51-60;8
4826000;0;0;0;0;0;0;0;2892000;2187000;2013;Kvinna;51-60;16
706000;0;0;0;0;0;0;0;648000;55000;2020;Man;51-60;21
588000;0;0;0;0;0;0;0;68000;313000;2008;Kvinna;18-30;2
26000;0;0;0;0;0;0;0;8000;8000;2021;Man;41-50;26
4000;0;0;0;0;0;0;0;1000;2000;2019;Kvinna;18-30;0
8000;0;0;0;0;0;0;0;8000;0;2014;Man;18-30;3
54000;0;0;0;0;0;0;0;43000;0;2019;Man;31-40;29
58000;0;0;0;0;0;0;0;37000;0;2020;Man;71-80;8
1065000;0;0;0;0;0;0;0;534000;543000;2010;Man;51-60;29
3710000;0;0;0;0;0;0;0;2826000;0;2013;Företag;-;21
2000;2000;0;0;0;0;0;2000;0;2000;2020;Kvinna;18-30;0
22000;0;0;0;0;0;0;0;2000;15000;2021;Kvinna;51-60;1
12000;0;0;0;0;0;0;0;1000;5000;2017;Kvinna;18-30;0
6000;0;0;0;0;0;0;0;6000;0;2013;Man;61-70;0
12864000;0;0;0;0;0;0;0;5194000;6567000;2009;Företag;-;0
3000;0;0;0;0;0;0;0;3000;0;2021;Man;18-30;11
260000;0;0;0;0;0;0;0;241000;19000;2000;Man;41-50;9
813000;0;0;0;0;0;0;0;812000;0;2009;Man;51-60;1
0;0;0;0;0;0;0;0;0;0;2016;Kvinna;18-30;0
981000;0;0;0;0;0;0;0;862000;0;2016;Man;18-30;25
2501000;0;0;0;0;0;0;0;1612000;862000;2015;Man;51-60;3
54000;0;0;0;0;0;0;0;0;0;2017;Man;18-30;3
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;1
445000;0;0;0;0;0;0;0;0;444000;2013;Kvinna;41-50;1
254000;0;0;0;0;0;0;0;136000;0;2010;Man;41-50;0
8000;0;0;0;0;0;0;0;0;4000;2021;Man;11-17;0
0;0;0;0;0;0;0;0;0;0;2020;Man;18-30;0
180000;0;0;0;0;0;0;0;140000;31000;2013;Man;41-50;30
11000;0;0;0;0;0;0;0;1000;10000;2021;Man;31-40;2
2937000;0;0;0;0;0;0;0;0;2703000;2019;Man;41-50;5
2158000;0;0;0;0;0;0;0;80000;1853000;2014;Man;31-40;20
4258000;0;0;0;0;0;0;0;3981000;324000;2014;Man;51-60;31
199000;0;0;0;0;0;0;0;0;0;2019;Man;61-70;18
120000;0;0;0;0;0;0;0;0;0;2016;Företag;-;0
23000;0;0;0;0;0;0;0;23000;0;2020;Man;18-30;5
21000;0;0;0;0;0;0;0;0;21000;2008;Man;11-17;0
16000;0;0;0;0;0;0;0;1000;11000;2020;Man;31-40;23
36000;0;0;0;0;0;0;0;36000;0;2021;Kvinna;61-70;26
23000;18000;0;0;5000;0;0;13000;5000;18000;2017;Man;18-30;1
1000;0;0;0;0;0;0;0;0;0;2008;Man;61-70;0
435000;0;0;0;0;0;0;0;399000;0;2020;Man;18-30;21
4000;0;0;0;0;0;0;0;0;0;2020;Kvinna;41-50;18
4000;0;0;0;0;0;0;0;4000;0;2020;Man;41-50;5
762000;0;0;0;0;0;0;0;126000;619000;2017;Man;41-50;12
22000;0;0;0;0;0;0;0;0;21000;2000;Kvinna;61-70;11
38000;0;0;0;0;0;0;0;38000;0;2021;Man;18-30;20
0;0;0;0;0;0;0;0;0;0;2010;Man;31-40;0
1549000;0;0;0;0;0;0;0;1538000;0;2020;Kvinna;61-70;21
120000;0;0;0;0;0;0;0;0;0;2020;Man;11-17;0
0;0;0;0;0;0;0;0;0;0;2020;Kvinna;18-30;3
552000;0;0;0;0;0;0;0;550000;0;2010;Man;51-60;22
3000;0;0;0;0;0;0;0;3000;0;2016;Man;41-50;4
39000;7000;0;4000;2000;0;0;0;11000;13000;2020;Kvinna;18-30;9
213000;47000;0;0;0;0;0;47000;44000;159000;2015;Kvinna;18-30;4
83000;0;0;0;0;0;0;0;11000;72000;2019;Kvinna;18-30;7
32000;0;0;0;0;0;0;0;15000;13000;2018;Man;31-40;24
209000;0;0;0;0;0;0;0;0;0;2008;Kvinna;11-17;0
3000;0;0;0;0;0;0;0;0;3000;2020;Kvinna;18-30;4
142000;0;0;0;0;0;0;0;86000;45000;2014;Man;31-40;3
427000;18000;0;0;18000;0;0;0;50000;372000;2013;Man;18-30;12
1000;0;0;0;0;0;0;0;0;0;2020;Man;61-70;0
0;0;0;0;0;0;0;0;0;0;2018;Man;31-40;3
